Row,userid,mood,activity.daily_routines,activity.emotional,activity.entertainment,activity.intellectual,activity.live_music,activity.music_listening,activity.on_the_move,activity.physical,activity.social
Row 15615,2523,passionate,0,1,0,0,0,0,0,0,0
Row 15616,2523,pleasant,0,1,0,0,0,0,0,0,0
Row 15617,2523,positive,0,0,0,0,0,0,1,0,0
Row 15618,2523,pulsating,1,0,0,0,1,0,1,1,0
Row 15619,2523,reflective,0,0,0,1,0,0,0,0,0
Row 15620,2523,relaxed,0,1,0,0,0,0,0,0,0
Row 15621,2523,religious,0,0,0,0,0,0,0,0,0
Row 15622,2523,repetitive,1,0,0,0,0,0,0,0,0
Row 15623,2523,rhythmical,0,0,0,0,0,0,0,1,0
Row 15624,2523,romantic,0,1,0,0,0,0,0,0,0
Row 15625,2523,sentimental,0,1,0,0,0,0,0,0,0
Row 15626,2523,serene,0,0,0,0,0,0,0,1,0
Row 15627,2523,sexual,0,0,0,0,1,0,0,0,0
Row 15628,2523,sexy,0,0,0,0,0,0,1,1,0
Row 15629,2523,slow,0,1,0,0,0,0,0,0,0
Row 15630,2523,smooth,0,0,0,0,0,0,1,0,0
Row 15631,2523,stimulated,0,0,0,0,0,0,1,0,0
Row 15632,2523,strong,0,0,0,0,0,0,1,0,0
Row 15633,2523,successful,1,0,0,0,0,0,0,0,0
Row 15634,2523,tragic,0,0,0,0,0,0,0,0,0
Row 15635,2523,tranquil,0,0,0,0,0,0,0,0,0
Row 15636,2523,uplifting,1,0,1,0,1,0,1,1,0
Row 15637,2524,positive,1,1,1,0,0,0,1,1,1
Row 15638,2524,strong,1,1,1,0,0,0,1,1,0
Row 15639,2525,adorable,0,1,1,0,1,1,0,0,0
Row 15640,2525,encouraged,1,0,0,0,0,1,0,1,0
Row 15641,2525,spiritual,0,1,0,0,0,0,0,0,0
Row 15642,2526,enthusiastic,1,0,1,0,1,0,1,1,1
Row 15643,2526,festive,0,0,0,0,1,0,0,0,0
Row 15644,2526,good,0,1,0,1,1,0,0,0,0
Row 15645,2526,smooth,0,0,1,0,0,0,0,1,0
Row 15646,2527,fun,1,0,0,0,0,1,0,0,1
Row 15647,2527,inspired,1,0,0,0,0,1,1,1,0
Row 15648,2527,motivational,1,0,0,0,0,0,0,1,0
Row 15649,2527,peaceful,0,1,0,1,0,0,0,0,0
Row 15650,2527,romantic,0,1,0,0,0,0,0,0,0
Row 15651,2528,spiritual,,,,,,,,,
Row 15652,2529,cool,1,1,1,1,0,1,1,0,0
Row 15653,2529,elegant,0,0,0,1,0,0,1,0,0
Row 15654,2529,romantic,0,1,0,0,0,0,1,0,0
Row 15655,2529,strong,1,0,0,0,1,0,0,1,0
Row 15656,2529,tragic,1,1,0,0,1,1,0,0,0
Row 15657,2530,gentle,0,1,0,1,0,0,1,0,0
Row 15658,2530,hot,0,1,1,0,0,0,0,0,0
Row 15659,2530,intense,0,0,0,0,0,0,1,1,0
Row 15660,2530,reflective,0,0,1,0,0,0,1,0,1
Row 15661,2530,repetitive,0,1,1,0,1,0,0,0,0
Row 15662,2530,rhythmical,0,1,0,1,0,1,0,0,0
Row 15663,2530,romantic,0,0,1,1,1,0,0,0,0
Row 15664,2530,sad,1,0,0,0,0,0,0,1,1
Row 15665,2532,bitchy,1,0,0,0,0,0,1,0,0
Row 15666,2532,dramatic,0,0,0,0,0,0,1,1,0
Row 15667,2532,heroic,1,0,0,0,0,0,1,0,0
Row 15668,2532,smooth,0,1,0,0,0,0,0,0,0
Row 15669,2533,satisfied,0,1,0,0,1,1,0,1,0
Row 15670,2534,stylish,1,1,1,0,0,0,0,0,0
Row 15671,2534,tragic,0,1,1,0,0,1,0,0,0
Row 15672,2537,adorable,0,1,1,0,1,1,0,0,0
Row 15673,2537,light_hearted,,,,,,,,,
Row 15674,2537,sad,0,0,0,0,1,1,0,0,0
Row 15675,2537,soft,,,,,,,,,
Row 15676,2538,positive,1,0,0,0,1,1,1,0,1
Row 15677,2541,easy,1,0,1,0,1,1,1,1,1
Row 15678,2541,intense,1,0,0,0,1,1,1,1,0
Row 15679,2541,interested,0,0,1,0,1,1,0,0,0
Row 15680,2541,powerful,1,0,0,0,1,1,1,1,0
Row 15681,2541,slow,0,1,0,0,0,1,0,0,0
Row 15682,2542,slow,0,1,0,0,0,0,1,0,0
Row 15683,2543,excited,0,0,1,0,0,0,1,0,0
Row 15684,2543,romantic,1,1,0,1,0,1,1,0,0
Row 15685,2543,spontaneous,1,1,1,0,0,0,1,0,1
Row 15686,2543,tranquil,1,1,0,1,0,0,1,0,1
Row 15687,2544,easy,1,1,0,0,1,0,0,0,1
Row 15688,2544,energetic,0,0,0,0,0,0,1,1,0
Row 15689,2544,nocturnal,0,0,0,1,0,1,0,0,0
Row 15690,2544,passionate,0,0,0,0,0,0,1,1,1
Row 15691,2544,sad,0,1,0,0,0,0,0,0,0
Row 15692,2545,bored,0,0,0,0,0,1,0,0,0
Row 15693,2545,excited,0,0,0,0,1,0,1,1,0
Row 15694,2545,loud,0,0,1,0,1,0,1,1,0
Row 15695,2545,religious,0,1,0,0,0,0,0,0,0
Row 15696,2545,spontaneous,0,0,0,0,0,1,0,0,1
Row 15697,2545,stylish,0,0,0,1,0,0,0,0,1
Row 15698,2547,friendly,1,1,0,1,0,0,1,0,1
Row 15699,2547,intense,0,0,0,0,0,0,1,1,0
Row 15700,2547,religious,0,0,0,0,0,0,0,0,0
Row 15701,2547,stylish,1,0,1,0,0,1,1,1,0
Row 15702,2548,enthusiastic,0,0,0,0,0,0,1,0,0
Row 15703,2548,furious,0,0,0,0,0,0,1,0,0
Row 15704,2548,loud,0,0,0,0,0,0,1,0,0
Row 15705,2548,severe,0,0,0,0,0,0,1,0,0
Row 15706,2549,bored,1,0,0,0,0,0,0,0,0
Row 15707,2549,emotional,0,1,0,0,0,0,0,0,0
Row 15708,2549,enthusiastic,0,0,0,0,0,0,1,1,0
Row 15709,2549,furious,0,0,0,0,1,0,0,1,0
Row 15710,2549,joyful,0,0,0,0,0,0,0,0,0
Row 15711,2549,jumpy,,,,,,,,,
Row 15712,2549,loud,0,0,0,0,1,0,0,0,0
Row 15713,2549,tranquil,0,1,0,1,0,0,0,0,0
Row 15714,2550,enthusiastic,0,1,0,0,1,0,0,1,0
Row 15715,2550,fantastic,0,1,1,0,0,0,0,1,0
Row 15716,2550,inspired,0,0,0,1,1,0,0,1,0
Row 15717,2550,spiritual,1,0,1,1,0,0,0,1,0
Row 15718,2551,deep,,,,,,,,,
Row 15719,2551,repetitive,0,0,0,0,0,0,1,0,0
Row 15720,2552,angry,1,0,1,0,0,0,1,0,0
Row 15721,2552,epic,1,0,1,0,1,1,1,1,1
Row 15722,2552,euphoric,1,0,1,0,0,0,1,0,0
Row 15723,2552,excited,1,0,1,0,1,1,1,1,1
Row 15724,2552,festive,1,0,0,0,0,0,1,0,0
Row 15725,2552,passionate,1,0,1,0,0,1,1,1,1
Row 15726,2552,serene,1,0,1,1,0,0,1,0,1
Row 15727,2552,spontaneous,1,0,1,1,0,0,1,0,1
Row 15728,2552,successful,1,0,1,0,0,0,1,0,1
Row 15729,2555,fun,1,0,0,0,0,1,0,0,0
Row 15730,2555,liberated,0,0,0,0,0,1,0,0,0
Row 15731,2556,enthusiastic,0,0,0,0,0,0,0,1,0
Row 15732,2556,rhythmical,0,0,0,0,1,1,1,1,0
Row 15733,2557,animated,0,0,1,1,1,0,0,1,1
Row 15734,2557,happy,0,0,0,0,0,0,1,1,0
Row 15735,2559,fast,0,0,0,0,0,0,1,1,0
Row 15736,2559,friendly,0,0,0,0,0,0,0,0,1
Row 15737,2560,aggressive,0,1,0,1,0,1,0,0,1
Row 15738,2561,adorable,0,0,0,0,0,0,1,0,0
Row 15739,2561,animated,0,0,0,0,0,0,0,0,1
Row 15740,2561,cool,0,0,0,0,0,0,0,0,1
Row 15741,2561,deep,0,1,0,0,0,0,0,0,0
Row 15742,2561,dramatic,0,0,1,0,0,0,0,0,0
Row 15743,2561,dreamy,0,0,1,0,0,0,0,0,0
Row 15744,2561,driving,0,1,0,0,0,0,0,0,0
Row 15745,2561,elegant,0,0,1,0,0,0,0,0,0
Row 15746,2561,energetic,0,1,0,0,0,0,0,0,0
Row 15747,2561,enthusiastic,0,1,0,0,0,0,0,0,0
Row 15748,2561,epic,0,0,0,0,0,0,1,0,0
Row 15749,2561,fantastic,0,1,0,0,0,0,0,0,0
Row 15750,2561,festive,0,0,0,0,0,1,0,0,0
Row 15751,2561,free,0,1,0,0,0,0,0,0,0
Row 15752,2561,funny,0,1,0,0,0,0,0,0,0
Row 15753,2561,gentle,0,1,0,0,0,0,0,0,0
Row 15754,2561,graceful,0,1,0,0,0,0,0,0,0
Row 15755,2561,happy,0,1,0,0,0,0,0,0,0
Row 15756,2561,in_love,0,1,0,0,0,0,0,0,0
Row 15757,2561,inspired,0,0,1,0,0,0,0,0,0
Row 15758,2561,intense,0,1,0,0,0,0,0,0,0
Row 15759,2561,interested,0,1,0,0,0,0,0,0,0
Row 15760,2561,joyful,0,1,0,0,0,0,0,0,0
Row 15761,2561,liberated,0,1,0,0,0,0,0,0,0
Row 15762,2561,liked,0,1,0,0,0,0,0,0,0
Row 15763,2561,loud,0,1,0,0,0,0,0,0,0
Row 15764,2561,melancholic,0,1,0,0,0,0,0,0,0
Row 15765,2561,playful,0,1,0,0,0,0,0,0,0
Row 15766,2561,positive,0,0,0,0,0,0,1,0,0
Row 15767,2561,pulsating,0,1,0,0,0,0,0,0,0
Row 15768,2561,reflective,0,0,0,0,0,0,1,0,0
Row 15769,2561,relaxed,0,1,0,0,0,0,0,0,0
Row 15770,2561,religious,0,1,0,0,0,0,0,0,0
Row 15771,2561,repetitive,0,1,0,0,0,0,0,0,0
Row 15772,2561,retro,0,1,0,0,0,0,0,0,0
Row 15773,2561,rhythmical,0,1,0,0,0,0,0,0,0
Row 15774,2561,romantic,0,1,0,0,0,0,0,0,0
Row 15775,2561,sensual,0,1,0,0,0,0,0,0,0
Row 15776,2561,serene,0,1,0,0,0,0,0,0,0
Row 15777,2561,severe,0,1,0,0,0,0,0,0,0
Row 15778,2561,sexy,0,0,1,0,0,0,0,0,0
Row 15779,2561,slow,0,1,0,0,0,0,0,0,0
Row 15780,2561,spontaneous,0,1,0,0,0,0,0,0,0
Row 15781,2561,stimulated,0,1,0,0,0,0,0,0,0
Row 15782,2561,stylish,0,1,0,0,0,0,0,0,0
Row 15783,2561,tragic,0,0,0,0,0,0,1,0,0
Row 15784,2561,tranquil,0,0,0,0,0,0,1,0,0
Row 15785,2561,uplifting,0,0,0,0,0,0,0,0,1
Row 15786,2562,cool,0,0,0,1,0,1,0,0,0
Row 15787,2562,friendly,1,1,1,1,1,1,1,1,1
Row 15788,2562,sexy,0,0,0,0,0,0,0,1,0
Row 15789,2562,slow,0,0,0,0,0,0,0,0,0
Row 15790,2562,spontaneous,0,0,0,1,0,0,1,1,0
Row 15791,2563,dramatic,,,,,,,,,
Row 15792,2563,liberated,1,1,0,0,0,0,0,0,0
Row 15793,2563,rhythmical,0,0,1,0,1,0,0,0,0
Row 15794,2563,soft,0,1,0,0,0,0,0,0,0
Row 15795,2564,successful,0,1,0,0,0,1,1,1,0
Row 15796,2565,heroic,0,0,0,0,0,0,1,1,0
Row 15797,2565,retro,0,1,0,1,0,0,0,0,1
Row 15798,2566,dramatic,0,0,0,0,0,0,0,0,0
Row 15799,2566,epic,0,0,0,0,0,0,0,0,0
Row 15800,2566,good,0,0,0,0,0,1,0,0,0
Row 15801,2566,hot,0,0,0,0,0,0,0,0,0
Row 15802,2566,in_love,0,1,1,1,1,1,1,1,1
Row 15803,2566,intense,0,0,0,0,0,1,0,0,0
Row 15804,2566,interested,0,0,0,1,0,1,1,0,0
Row 15805,2566,liked,0,0,1,0,0,0,0,0,1
Row 15806,2566,motivational,0,1,1,1,1,1,1,1,0
Row 15807,2566,playful,0,1,0,0,0,0,0,0,0
Row 15808,2566,satisfied,0,0,0,1,1,1,0,0,1
Row 15809,2566,tranquil,0,1,1,1,1,1,1,1,1
Row 15810,2567,fantastic,0,1,0,0,0,0,0,0,0
Row 15811,2567,interested,0,0,1,0,0,0,0,0,0
Row 15812,2569,inspired,0,1,0,0,0,0,0,0,0
Row 15813,2569,melancholic,0,0,1,0,0,0,0,0,0
Row 15814,2569,sexual,,,,,,,,,
Row 15815,2570,fantastic,0,1,0,0,0,0,0,0,0
Row 15816,2571,driving,,,,,,,,,
Row 15817,2571,friendly,,,,,,,,,
Row 15818,2572,energetic,0,0,0,0,1,0,0,0,0
Row 15819,2572,graceful,1,1,0,0,1,1,1,1,1
Row 15820,2572,smooth,1,1,0,0,1,1,1,1,1
Row 15821,2572,stimulated,0,0,0,0,1,0,0,0,0
Row 15822,2574,excited,1,1,0,0,1,1,1,1,1
Row 15823,2574,funny,1,0,1,0,0,0,1,1,0
Row 15824,2574,light_hearted,1,0,0,0,1,1,1,1,1
Row 15825,2574,serene,0,1,0,0,1,0,1,0,1
Row 15826,2574,soft,0,0,0,0,1,1,1,0,1
Row 15827,2578,hot,0,0,0,0,0,0,0,1,0
Row 15828,2578,moody,0,1,0,0,0,0,0,0,0
Row 15829,2579,gentle,1,1,0,0,0,0,0,0,0
Row 15830,2579,melancholic,0,1,0,0,0,1,0,0,0
Row 15831,2580,good,0,0,0,0,1,0,1,1,0
Row 15832,2580,retro,0,1,1,0,1,0,0,0,0
Row 15833,2582,motivational,0,1,0,0,0,0,0,0,1
Row 15834,2582,sorry,0,1,0,0,1,0,0,0,0
Row 15835,2585,euphoric,0,1,0,0,0,0,0,0,0
Row 15836,2585,pleasant,0,1,0,0,0,0,0,0,0
Row 15837,2586,nocturnal,0,1,0,0,0,0,0,0,0
Row 15838,2586,serene,0,0,1,0,0,1,0,0,1
Row 15839,2587,adorable,0,0,0,1,0,0,1,1,0
Row 15840,2588,aggressive,0,0,0,0,0,1,0,0,0
Row 15841,2588,dramatic,1,0,0,0,0,0,0,0,0
Row 15842,2588,driving,0,0,0,0,0,0,0,1,0
Row 15843,2588,euphoric,1,0,0,0,0,0,0,0,0
Row 15844,2588,funny,0,0,0,0,0,0,1,0,0
Row 15845,2588,in_love,1,0,0,0,0,0,0,0,0
Row 15846,2588,liberated,0,0,0,0,0,0,0,0,0
Row 15847,2588,moody,1,0,1,1,0,0,0,0,0
Row 15848,2588,playful,0,0,0,1,0,0,0,0,0
Row 15849,2588,relaxed,0,1,0,0,0,0,0,0,0
Row 15850,2588,soft,0,0,0,0,0,0,0,0,1
Row 15851,2588,sorry,0,1,0,0,0,0,0,0,0
Row 15852,2588,successful,0,0,0,0,1,0,0,0,0
Row 15853,2588,tragic,0,0,0,1,0,0,0,0,0
Row 15854,2588,tranquil,,,,,,,,,
Row 15855,2590,reflective,0,1,0,1,0,1,0,0,0
Row 15856,2590,successful,0,0,0,0,0,1,0,0,0
Row 15857,2594,enthusiastic,1,0,0,0,0,0,1,0,0
Row 15858,2594,fast,0,0,0,0,0,0,0,1,0
Row 15859,2594,fun,1,0,0,0,0,0,1,1,0
Row 15860,2594,graceful,1,0,0,0,0,0,1,0,0
Row 15861,2594,heroic,0,0,0,0,0,0,0,1,0
Row 15862,2594,light_hearted,0,1,0,0,1,0,0,0,0
Row 15863,2594,loud,0,0,0,0,0,0,1,1,0
Row 15864,2594,reflective,0,0,0,0,0,0,0,0,0
Row 15865,2594,religious,0,0,0,0,0,0,0,0,0
Row 15866,2594,repetitive,1,0,0,0,0,0,0,0,0
Row 15867,2594,romantic,0,0,0,0,0,0,1,1,0
Row 15868,2594,sensual,0,0,0,0,0,0,0,0,0
Row 15869,2594,serene,0,1,0,0,1,1,1,1,0
Row 15870,2594,uplifting,0,0,0,0,0,0,0,1,0
Row 15871,2595,dramatic,0,0,0,0,0,0,0,0,0
Row 15872,2595,energetic,0,0,0,0,0,0,0,1,0
Row 15873,2595,epic,0,0,0,0,1,0,0,0,0
Row 15874,2595,fast,0,0,0,0,0,0,1,0,0
Row 15875,2595,gentle,0,0,1,1,0,1,1,1,1
Row 15876,2595,inspired,1,0,0,0,0,0,0,0,0
Row 15877,2595,playful,0,0,0,0,0,1,0,1,1
Row 15878,2595,pulsating,0,0,0,0,0,0,0,0,1
Row 15879,2595,reflective,0,0,0,0,0,0,0,0,0
Row 15880,2595,sexy,0,0,0,0,0,0,0,1,0
Row 15881,2595,strong,0,0,0,0,0,0,0,1,0
Row 15882,2595,tragic,0,0,0,0,0,0,0,0,0
Row 15883,2596,gentle,0,1,0,1,0,0,0,0,0
Row 15884,2596,heroic,0,0,1,0,0,0,0,0,0
Row 15885,2598,driving,0,0,0,1,0,0,1,0,0
Row 15886,2598,fantastic,1,1,1,1,1,1,1,1,1
Row 15887,2598,light_hearted,0,1,1,0,1,0,0,0,0
Row 15888,2598,pleasant,1,0,0,1,0,0,0,1,0
Row 15889,2598,repetitive,1,1,1,1,1,1,1,1,1
Row 15890,2601,soft,1,1,1,1,0,0,0,1,0
Row 15891,2601,sorry,1,0,1,1,0,0,0,1,0
Row 15892,2602,adorable,0,1,1,0,1,0,0,0,1
Row 15893,2602,angry,0,0,0,0,1,1,1,0,0
Row 15894,2602,animated,1,1,1,1,1,1,1,1,1
Row 15895,2602,bitchy,1,0,0,0,1,1,1,0,1
Row 15896,2602,celebratory,1,1,1,0,1,1,1,1,1
Row 15897,2602,cool,1,0,1,0,1,1,1,1,1
Row 15898,2602,dancing,1,1,1,0,0,1,1,1,1
Row 15899,2602,deep,1,1,1,1,1,1,1,1,1
Row 15900,2602,easy,1,1,1,1,1,1,1,1,1
Row 15901,2602,energetic,1,1,1,1,1,1,1,1,1
Row 15902,2602,enthusiastic,1,1,1,1,1,1,1,1,1
Row 15903,2602,epic,0,0,0,0,0,1,0,0,0
Row 15904,2602,euphoric,1,1,1,1,1,1,1,1,1
Row 15905,2602,fast,1,0,0,0,1,1,1,1,0
Row 15906,2602,free,1,1,1,1,1,1,1,1,1
Row 15907,2602,fun,1,1,1,0,1,1,1,1,1
Row 15908,2602,funny,1,0,1,0,0,1,1,1,1
Row 15909,2602,glorious,1,1,1,1,1,1,1,1,1
Row 15910,2602,good,1,1,1,1,1,1,1,1,1
Row 15911,2602,graceful,1,1,1,1,1,1,1,1,1
Row 15912,2602,happy,1,1,1,1,1,1,1,1,1
Row 15913,2602,in_love,1,1,1,0,1,1,1,1,1
Row 15914,2602,inspired,1,1,1,1,1,1,1,1,1
Row 15915,2602,interested,1,1,1,1,1,1,1,1,1
Row 15916,2602,joyful,1,0,1,0,1,1,1,1,1
Row 15917,2602,liberated,1,1,1,1,1,1,1,1,1
Row 15918,2602,liked,1,0,1,0,0,0,1,1,1
Row 15919,2602,loud,1,1,1,0,1,1,1,1,0
Row 15920,2602,melancholic,0,1,0,1,0,1,1,0,0
Row 15921,2602,motivational,1,1,1,1,1,1,1,1,1
Row 15922,2602,nocturnal,0,1,1,1,0,0,0,1,0
Row 15923,2602,passionate,1,0,1,0,1,1,1,1,1
Row 15924,2602,peaceful,0,1,0,1,1,1,0,1,0
Row 15925,2602,playful,1,1,1,0,1,1,1,1,1
Row 15926,2602,pleasant,1,1,1,1,1,1,1,1,1
Row 15927,2602,positive,1,1,1,1,1,1,1,1,1
Row 15928,2602,powerful,1,1,1,1,1,1,1,1,1
Row 15929,2602,pulsating,1,0,1,0,1,1,1,0,0
Row 15930,2602,reflective,0,1,0,1,1,1,1,1,1
Row 15931,2602,relaxed,0,1,1,1,1,1,1,1,1
Row 15932,2602,religious,1,1,1,0,1,1,1,1,1
Row 15933,2602,repetitive,1,0,0,0,0,0,1,0,0
Row 15934,2602,retro,1,0,1,0,1,1,1,1,1
Row 15935,2602,rhythmical,1,1,1,0,1,1,1,1,1
Row 15936,2602,romantic,0,1,1,0,1,1,1,0,1
Row 15937,2602,sad,0,1,0,1,1,1,1,0,0
Row 15938,2602,satisfied,1,1,1,1,1,1,1,1,1
Row 15939,2602,sentimental,0,1,0,0,1,1,1,0,1
Row 15940,2602,serene,1,1,1,1,1,1,1,1,1
Row 15941,2602,sexual,1,0,1,0,1,1,1,1,1
Row 15942,2602,sexy,0,0,0,0,1,1,0,0,0
Row 15943,2602,sorry,0,1,0,0,1,1,1,0,1
Row 15944,2602,stimulated,1,1,1,1,1,1,1,1,1
Row 15945,2602,stylish,1,1,1,1,1,1,1,1,1
Row 15946,2602,successful,1,1,1,1,1,1,1,1,1
Row 15947,2602,tragic,0,1,0,1,1,1,1,0,0
Row 15948,2602,tranquil,0,1,1,1,1,1,1,0,1
Row 15949,2607,emotional,0,1,0,0,0,0,0,0,0
Row 15950,2607,nocturnal,0,0,0,0,1,0,0,0,1
Row 15951,2609,tranquil,0,0,0,0,0,0,0,0,0
Row 15952,2611,serene,0,0,0,0,1,1,0,0,1
Row 15953,2611,strong,0,0,1,0,1,0,0,1,1
Row 15954,2612,jumpy,1,1,0,0,1,0,1,0,0
Row 15955,2613,romantic,1,1,1,0,1,1,1,1,1
Row 15956,2616,adorable,0,0,1,0,0,1,0,0,0
Row 15957,2620,inspired,0,0,0,0,1,1,1,0,0
Row 15958,2621,inspired,0,0,1,1,0,0,0,0,0
Row 15959,2621,loud,0,1,0,0,0,0,0,1,0
Row 15960,2621,sad,0,1,0,0,0,0,0,0,0
Row 15961,2621,strong,1,0,1,1,0,0,0,1,0
Row 15962,2623,delighted,1,1,1,0,0,0,1,0,1
Row 15963,2623,furious,1,0,1,0,1,0,1,1,1
Row 15964,2623,heroic,1,0,1,0,1,1,1,1,1
Row 15965,2623,nocturnal,0,1,0,0,1,1,1,0,1
Row 15966,2624,nocturnal,0,0,0,0,1,0,0,0,1
Row 15967,2624,sexy,0,0,0,0,1,1,1,1,1
Row 15968,2624,slow,0,1,0,0,0,0,0,0,1
Row 15969,2624,spiritual,1,1,0,1,1,1,0,0,1
Row 15970,2627,angry,0,0,0,0,0,0,0,0,0
Row 15971,2627,bored,0,0,0,0,0,0,0,0,0
Row 15972,2627,easy,0,0,0,0,0,0,1,0,0
Row 15973,2627,euphoric,0,0,0,0,0,0,0,0,0
Row 15974,2627,jumpy,,,,,,,,,
Row 15975,2627,nocturnal,,,,,,,,,
Row 15976,2627,powerful,,,,,,,,,
Row 15977,2627,repetitive,0,0,0,0,0,0,0,0,0
Row 15978,2627,severe,0,0,0,0,0,0,1,0,0
Row 15979,2629,aggressive,0,0,0,0,1,0,0,1,1
Row 15980,2629,animated,0,0,0,0,0,0,1,1,1
Row 15981,2629,delighted,0,0,0,0,0,0,0,0,0
Row 15982,2629,encouraged,1,0,0,0,0,0,1,0,0
Row 15983,2629,epic,1,1,1,0,1,0,1,1,0
Row 15984,2629,happy,,,,,,,,,
Row 15985,2629,jumpy,0,0,0,0,0,0,0,1,0
Row 15986,2629,moody,1,1,0,0,0,0,1,0,0
Row 15987,2629,peaceful,1,1,0,0,0,0,1,0,0
Row 15988,2629,slow,1,1,1,0,1,0,0,0,0
Row 15989,2629,tranquil,1,1,1,0,0,0,1,1,0
Row 15990,2631,loud,0,0,0,0,1,0,0,0,0
Row 15991,2631,passionate,0,0,0,0,0,1,0,0,0
Row 15992,2632,adorable,1,0,0,0,1,0,0,1,0
Row 15993,2632,bored,1,0,0,1,0,0,0,0,0
Row 15994,2632,reflective,0,1,0,1,0,1,1,0,0
Row 15995,2632,repetitive,1,0,1,0,0,0,0,0,0
Row 15996,2633,driving,0,0,0,0,0,0,0,0,0
Row 15997,2633,elegant,0,1,0,0,1,1,0,0,1
Row 15998,2633,emotional,0,1,0,1,1,1,0,1,1
Row 15999,2633,excited,0,0,1,0,1,0,0,1,0
Row 16000,2633,friendly,0,0,0,1,1,0,0,1,1
Row 16001,2633,fun,1,0,1,0,1,0,0,0,1
Row 16002,2633,glorious,0,1,0,1,1,1,0,0,0
Row 16003,2633,inspired,0,1,0,1,0,1,0,0,1
Row 16004,2633,liberated,0,0,0,0,1,1,0,1,0
Row 16005,2633,nocturnal,0,1,0,1,1,1,0,0,1
Row 16006,2633,relaxed,0,1,0,1,0,1,0,0,0
Row 16007,2633,sorry,0,0,0,0,0,0,0,0,0
Row 16008,2633,strong,0,0,1,0,1,1,0,0,0
Row 16009,2633,successful,,,,,,,,,
Row 16010,2633,tranquil,0,1,0,1,0,0,0,0,1
Row 16011,2634,dreamy,,,,,,,,,
Row 16012,2634,good,0,1,1,1,0,0,1,0,0
Row 16013,2634,joyful,0,0,1,0,0,0,0,0,0
Row 16014,2635,motivational,0,1,0,0,1,1,1,0,1
Row 16015,2636,adorable,1,0,1,1,0,0,1,0,0
Row 16016,2636,aggressive,1,1,0,0,0,0,1,1,0
Row 16017,2636,amazed,1,0,0,1,0,0,1,0,0
Row 16018,2636,angry,1,0,0,0,0,0,1,0,0
Row 16019,2636,animated,1,0,0,0,0,0,1,0,0
Row 16020,2636,bitchy,0,1,0,1,0,0,1,1,0
Row 16021,2636,celebratory,0,0,1,1,0,0,1,1,0
Row 16022,2636,dancing,0,0,0,1,0,0,1,0,0
Row 16023,2636,deep,1,1,0,0,0,0,1,0,0
Row 16024,2636,delighted,1,0,0,0,0,0,0,0,0
Row 16025,2636,dreamy,1,0,1,1,0,0,0,0,0
Row 16026,2636,driving,0,0,0,0,0,0,1,0,0
Row 16027,2636,elegant,1,1,1,1,0,0,0,0,0
Row 16028,2636,emotional,1,0,0,1,0,1,1,0,0
Row 16029,2636,encouraged,1,0,1,1,0,0,0,0,0
Row 16030,2636,energetic,1,0,0,0,1,0,1,1,1
Row 16031,2636,enthusiastic,1,0,0,0,0,0,0,0,0
Row 16032,2636,excited,1,1,0,0,0,0,1,1,0
Row 16033,2636,fantastic,1,1,0,0,0,0,1,0,0
Row 16034,2636,festive,0,0,1,0,0,0,1,0,0
Row 16035,2636,friendly,1,0,0,0,0,0,1,0,0
Row 16036,2636,fun,1,0,0,0,0,0,0,0,0
Row 16037,2636,funny,1,0,0,0,0,0,0,1,0
Row 16038,2636,good,1,0,0,0,0,0,0,0,0
Row 16039,2636,graceful,1,0,1,0,0,0,1,0,0
Row 16040,2636,happy,1,1,0,1,0,0,1,1,0
Row 16041,2636,hot,0,0,1,0,0,0,0,0,0
Row 16042,2636,in_love,1,0,1,0,0,0,1,1,0
Row 16043,2636,inspired,0,0,1,0,0,0,1,0,0
Row 16044,2636,interested,1,0,0,0,0,0,1,0,0
Row 16045,2636,joyful,0,0,1,0,1,0,0,0,0
Row 16046,2636,jumpy,1,0,1,1,0,0,1,1,0
Row 16047,2636,liberated,1,0,1,1,0,0,1,0,0
Row 16048,2636,light_hearted,0,1,0,1,0,0,1,1,0
Row 16049,2636,liked,1,0,0,0,0,0,0,0,0
Row 16050,2636,loud,1,1,0,0,1,0,1,0,0
Row 16051,2636,melancholic,0,1,0,0,0,0,0,1,0
Row 16052,2636,moody,1,0,0,0,0,0,0,0,0
Row 16053,2636,passionate,1,0,1,0,0,0,1,0,0
Row 16054,2636,peaceful,1,0,0,1,0,0,1,0,0
Row 16055,2636,pleasant,0,0,1,1,0,0,1,1,0
Row 16056,2636,positive,1,1,0,1,0,0,1,1,0
Row 16057,2636,pulsating,1,0,0,0,0,0,1,0,0
Row 16058,2636,relaxed,0,0,0,0,0,0,0,1,0
Row 16059,2636,retro,1,0,0,0,0,0,0,0,0
Row 16060,2636,rhythmical,0,1,1,1,1,0,1,0,0
Row 16061,2636,satisfied,1,0,1,0,1,0,0,1,0
Row 16062,2636,sensual,1,0,0,1,0,0,1,0,0
Row 16063,2636,sexual,0,0,0,1,0,0,0,0,0
Row 16064,2636,sexy,0,0,0,1,0,0,0,0,0
Row 16065,2636,smooth,1,0,0,0,0,0,1,1,0
Row 16066,2636,soft,1,1,0,0,0,0,1,0,0
Row 16067,2636,spiritual,1,1,0,1,0,0,1,0,0
