"trackid","artistname","tracknumber","duration","artistid","tracktitle","releasetitle","releaseid"
9937070,"Aretha Franklin",5,214,1982,"I Say a Little Prayer","Aretha Franklin",903322
9940215,"Glenn Miller",1,212,8259,"In the Mood","Glenn Miller",903809
9957055,"GBH",7,206,34087,"The Seed of Madness","Give Me Fire",905521
9966881,"Ringo Starr &amp; His All Starr Band",6,243,731555,"Boys","Live At The Greek Theatre 2008",906218
9983550,"Vladimir Ashkenazy",12,162,154849,"Chopin: 12 Etudes, Op.10 - No. 12 in C minor &quot;Revolutionary&quot;","Chopin: Etudes",907693
9984276,"Usher",1,220,3117,"DJ Got Us Fallin' in Love","DJ Got Us Fallin' in Love",907418
9998816,"Double Zero",2,209,727424,"Waka Waka This Time for Africa (Base) [feat. Mark Makibo]","Waka Waka This Time for Africa",908863
10002051,"Dean Martin",8,182,2699,"In the Cool Cool Cool of the Evening","Best of Dean Martin",909248
10010347,"Renata Artman Knific, Lori Sims",13,333,738704,"Graceful Ghost Rag: Concert Variations for Violin and Piano - 1979: Graceful Ghost Rag","Bolcom: Works for Violin and Piano",910081
10070409,"Herbert Von Karajan",6,693,9783,"Schubert: Symphony No.9 in C, D.944 - &quot;The Great&quot; - 4. Allegro vivace","Schubert: Symphonies Nos.8 &quot;Unfinished&quot; &amp; 9 &quot;The Great&quot;",915175
10073069,"Poets Of The Fall",1,198,224473,"Late Goodbye (Theme from Max Payne 2)","Late Goodbye",915489
10110300,"Ultimate Workout Hits ",62,301,752255,"Everybody Dance Now (Workout RMX)","100 Club Hits! Workout",918728
10113599,"Wiley",19,194,19204,"The Matrix","Avalanche Music 1: Wiley",918892
10134584,"Don Diablo",2,448,124908,"Who's Your Daddy (Chew Fu Remix)","Who's Your Daddy",920916
10137957,"Vladimir Ashkenazy",4,270,154849,"Chopin: Nocturne No.4 in F, Op.15 No.1","Chopin: Nocturnes; Four Ballades",921250
10137993,"Vladimir Ashkenazy",14,453,154849,"Chopin: Nocturne No.14 in F sharp minor, Op.48 No.2","Chopin: Nocturnes; Four Ballades",921250
10148988,"P. Sushila",4,317,755782,"Pagli Mera Naam","Bachpan",921943
10168842,"Dora The Explorer",4,33,244556,"ABC (The Alphabet Song)","We Did It! Dora's Greatest Hits",923513
10180067,"Mohombi",1,224,758411,"Bumpy Ride","Bumpy Ride",924876
10210190,"Arcade Fire",10,231,47954,"Month Of May","The Suburbs",927535
10220797,"Anal Cunt",20,88,197914,"Ha Ha Halocaust","Defenders of the Hate",928454
10250659,"Pat Benatar",8,268,16922,"Invincible","Seven The Hard Way",931456
10256784,"Flame",16,325,159223,"Joyful Noise","Our World Redeemed",932199
10297895,"A-Ha",1,229,4739,"Take On Me","25",935477
10339202,"Burning Fire Karaoke",11,340,772958,"Wanna Be Starting Something","Michael Jackson Vol.2: Karaoke",939153
10343818,"Korn",2,423,14530,"Another Brick in the Wall, Pt. 1, 2, 3","Greatest Hits, Vol. 1",939642
10343821,"Korn",5,247,14530,"Did My Time","Greatest Hits, Vol. 1",939642
10343827,"Korn",13,265,14530,"Freak on a Leash","Greatest Hits, Vol. 1",939642
10343832,"Korn",18,258,14530,"Blind","Greatest Hits, Vol. 1",939642
10344513,"REO Speedwagon",7,270,39953,"In My Dreams","The Hits",939729
10344646,"The Offspring",3,133,80079,"Staring At the Sun","Americana",939734
10344648,"The Offspring",4,185,80079,"Pretty Fly (For a White Guy)","Americana",939734
10379618,"Wrestling Heroes",3,200,778262,"Voices [Theme for Randy Orton] (Made Famous by Rev Theory)","Wrestling Hits",942950
10379628,"Wrestling Heroes",11,194,778262,"The Time Is Now [Theme for John Cena] (Made Famous by John Cena &amp; The Trademarc)","Wrestling Hits",942950
10379668,"Wrestling Heroes",35,185,778262,"To Be Loved (Theme for WWE: Raw] (Instrumental Version)","Wrestling Hits",942950
10382752,"Gigi D'agostino",304,236,44941,"L%u2019Amour Toujours","Planet Dance",943260
10411848,"Adriano Filippucci",2,466,441653,"The Way You Liked It","The Way You Liked It",946171
10440708,"D-Dance",4,232,783676,"I Like It feat. Pit Bull ( Enrique Iglesias )","Inspired By the Top Hits",949178
10443911,"Luther Vandross",9,301,3624,"Any Love","The Ultimate Luther Vandross",949538
10443912,"Luther Vandross",10,261,3624,"Power of Love / Love Power (Master Single Version)","The Ultimate Luther Vandross",949538
10445688,"Katy Perry",4,228,132789,"Firework","Teenage Dream",949722
10465207,"Fantasia",8,191,12930,"Trust Him","Back To Me",951404
10472132,"Jared Evan",1,207,439183,"In Love With You","In Love With You",952261
10482287,"Volbeat",4,300,24923,"Fallen","Beyond Hell / Above Heaven",953058
10482299,"Volbeat",8,168,24923,"16 Dollars","Beyond Hell / Above Heaven",953058
10484729,"Inna",1,141,143513,"Amazing","Amazing",953249
10488695,"Maestro Pedro Ruiz, Felipe Ruiz, Manuel Ruiz",2,172,788447,"Alejandra (Valse)","L'Art du salterio mexicain",953567
10498443,"Gerald Levert",12,268,1281,"Funny","The Best Of Gerald Levert",954467
10515939,"Ludwig van Beethoven",1,961,94679,"Sinfonia No. 9 in Re minore, Op. 125 : Allegro ma non troppo, Pocco maestoso","Sinfonia No. 9 in Re minore, Op. 125",956024
10519564,"Airstream",13,373,242535,"Electra","Cancun Lounge - Chillout In Paradise",956304
10547204,"Alfred Brendel",305,171,310844,"6 Variations On A Swiss Song, Woo 64 - 6 Variations On A Swiss Song, Woo 64","Beethoven: Variations And Vignettes For Piano",958899
10548914,"Vienna Hofburgkapelle Choir &amp; Josef Schabasser",2,197,793387,"Rorate Caeli Desuper, Et Nubes Pluant Justum - Rorate Caeli Desuper, Et Nubes Pluant Justum","Gregorian Chants For All Seasons",959033
10557609,"Combichrist",3,288,102544,"Never Surrender","Making Monsters",959895
10557776,"Macklemore",12,213,487236,"Penis Song","The Language of My World",959898
10562816,"John Mayer",206,581,7032,"Gravity (Live at the Nokia Theatre)","Where The Light Is: John Mayer Live In Los Angeles",960346
10562827,"Elvis Presley",8,157,2200,"Jailhouse Rock","Elvis 30 #1 Hits",960347
10562846,"Elvis Presley",27,269,2200,"Suspicious Minds","Elvis 30 #1 Hits",960347
10562847,"Elvis Presley",28,155,2200,"The Wonder Of You","Elvis 30 #1 Hits",960347
10562857,"DAVE MATTHEWS BAND",7,354,9731,"Drive in Drive Out","Crash",960348
10562862,"DAVE MATTHEWS BAND",12,550,9731,"Proudest Monkey","Crash",960348
10562917,"Toto",3,297,16683,"Africa","The Essential Toto",960353
10563085,"Whitney Houston",2,287,1925,"I Have Nothing","The Bodyguard - Original Soundtrack Album",960362
10563166,"Bruce Springsteen",202,255,15122,"Glory Days","The Essential Bruce Springsteen",960366
10563167,"Bruce Springsteen",203,241,15122,"Dancing in the Dark","The Essential Bruce Springsteen",960366
10563168,"Bruce Springsteen",204,310,15122,"Tunnel of Love","The Essential Bruce Springsteen",960366
10572664,"Waka Flocka Flame",1,264,505834,"No Hands (feat. Roscoe Dash and Wale) [Explicit Album Version]","No Hands (feat. Roscoe Dash &amp; Wale)",962069
10573026,"Disturbed",5,253,4095,"Another Way To Die","Asylum",962235
10579997,"Katy Perry",1,235,132789,"Teenage Dream (Vandalism Le Pop Mix)","Teenage Dream - Remix EP",962887
10589369,"Jalsa",4,414,796373,"Jalsa","Working for Love",963012
10645028,"Trey Songz",14,84,12019,"Passion (Interlude)","Passion, Pain &amp; Pleasure",968508
10658342,"Las Hormiguitas de Navidad",12,171,801978,"La, La, La Legó Santo Clos","Navidad",969474
10670485,"Israel Kamakawiwo'Ole",1,212,262425,"Over The Rainbow","Somewhere Over The Rainbow",970483
10691554,"Westlife",20,215,228,"Flying Without Wings","Essential - The 90s",972689
10694027,"David Bowie",1,614,365,"Station To Station","Station To Station [Special Edition]",973284
10701581,"G. Dep ft. Freddy Mercury",13,292,805511,"Empty Spaces","Ghetto Legend",974045
10703019,"Supertramp",4,159,1471,"Breakfast In America","Breakfast In America",974178
10703032,"Supertramp",7,250,1471,"Lord Is It Mine","Breakfast In America",974178
10703311,"Soundgarden",8,317,11314,"Black Hole Sun","Telephantasm",974212
10716894,"Rihanna",1,236,10653,"Only Girl (In The World)","Only Girl (In The World)",975500
10731174,"Eagles Of Death Metal",3,168,61403,"Don't Speak (I Came to Make a Bang)","Lost Boys: The Tribe - Original Motion Picture Soundtrack",976809
10767806,"HG Wells",34,2220,26583,"HG Wells On Economics &amp; Politics","Historical Voices &amp; Events",980278
10770458,"Sens Unik",18,246,312302,"Zak &amp; Loly","Generations",980460
10779848,"Matthew West",3,253,112098,"Strong Enough","The Story Of Your Life",981351
10785167,"John Lennon",201,236,14242,"(Just Like) Starting Over (2010 - Remaster)","Double Fantasy Stripped Down",982089
10787809,"John Lennon",1,201,14242,"Power To The People (2010 - Remaster)","Power To The People - The Hits",982288
10787860,"John Lennon",13,184,14242,"Imagine (2010 - Remaster)","Power To The People - The Hits",982288
10802113,"John Lennon",1,184,14242,"Imagine (2010 - Remaster)","Imagine",983404
10802117,"John Lennon",3,252,14242,"Jealous Guy (2010 - Remaster)","Imagine",983404
10814592,"Robbie Williams",18,220,386,"Feel (Radio Edit)","In And Out Of Consciousness: Greatest Hits 1990 - 2010",984230
10814620,"Robbie Williams",27,258,386,"Rock DJ","In And Out Of Consciousness: Greatest Hits 1990 - 2010",984230
10814632,"Robbie Williams",33,262,386,"Let Me Entertain You (2004 - Remaster)","In And Out Of Consciousness: Greatest Hits 1990 - 2010",984230
10814633,"Robbie Williams",34,265,386,"Angels (2004 - Remaster)","In And Out Of Consciousness: Greatest Hits 1990 - 2010",984230
10837513,"Village People",1,340,173527,"In the Navy (Original Version 1979)","Go West In the Navy",986356
10837519,"Village People",1,287,173527,"YMCA (Original Version 1978)","YMCA",986357
10837801,"Dido",1,480,217,"Everything To Lose","Everything To Lose",986384
10840568,"Piano Tribute Players",17,287,572193,"November Rain (Made Famous by Guns and Roses)","35 Piano Rock Classics",986549
10843960,"Alter Bridge",13,272,112105,"Life Must Go On","AB III",986855
10855223,"Carreg Lafar",8,314,256035,"Seren Y Bore","Profiad",987782
10865197,"DJ Seth Cooper",5,168,822887,"Bollywood","Bollywood",988561
10874522,"Ultimate Pop Hits!",35,206,823750,"Girls Just Wanna Have Fun (Remix) (As Made Famous by Cindy Lauper)","100 #1 Pop Hits! Volume 2",989520
10876862,"Avril Lavigne",1,243,212,"Complicated (The Matrix Mix)","12&quot; Masters - The Essential Mixes",988849
10876879,"Avril Lavigne",5,236,212,"My Happy Ending (Live Acoustic Version)","12&quot; Masters - The Essential Mixes",988849
10905342,"Rentrer En Soi",9,325,161192,"Shinwa","The Bottom of Chaos",992055
10917298,"Glee Cast",1,241,354421,"One Of Us (Glee Cast Version)","One Of Us (Glee Cast Version)",992938
10934919,"David Guetta",16,426,15219,"How Soon Is Now (Dirty South Featuring Julie McKnight) (Extended)","Until One",994426
10946256,"Sugarland",9,179,47953,"Find The Beat Again","The Incredible Machine",995552
10986826,"Starship",12,267,2208,"Nothing%u2019s Gonna Stop Us Now","Greatest Hits",999193
10988254,"Glee Cast",1,134,354421,"Happy Days Are Here Again / Get Happy (Glee Cast Version)","Happy Days Are Here Again / Get Happy (Glee Cast Version)",998615
10992100,"Top Hip Hop DJs",247,254,835128,"Hip Hop Police (Made Famous by Chamillionaire feat. Slick Rick)","100 Hip Hop 2010 Hits",999637
10999966,"T-Pain",1,237,21458,"Rap Song","Rap Song",1000264
11020983,"Deep Purple",4,267,655,"Hush (1998 Remastered Version)","Deep Purple: Deepest Purple 30th Anniversary Edition",1002575
11020995,"Deep Purple",6,613,655,"Child In Time (1995 Remastered Version)","Deep Purple: Deepest Purple 30th Anniversary Edition",1002575
11021050,"Deep Purple",16,228,655,"Smoke On The Water (1997 Remastered Version)","Deep Purple: Deepest Purple 30th Anniversary Edition",1002575
11022622,"Tinie Tempah",7,220,90130,"Written In The Stars (feat. Eric Turner)","Disc-Overy",1002732
11029790,"Rihanna",1,180,10653,"Def Jam UK Mix 1","Def Jam UK Mix Tape #1",1003445
11029850,"Rihanna",14,276,10653,"Umbrella","Good Girl Gone Bad",1003456
11031910,"Relaxing Music",52,158,540619,"Serene Sigh - for Emotional Healing and Meditation","101 Songs to Help You Relax - Spa, Massage, Meditation, Yoga and Healing",1003657
11049562,"Barbra Streisand",1,231,1367,"Woman In Love (Album Version)","The Ultimate Collection",1004759
11049564,"Barbra Streisand",2,185,1367,"Evergreen (Love Theme from, &quot;A Star Is Born&quot;)","The Ultimate Collection",1004759
11093800,"Lonestar",1,241,1154,"Amazed","Amazed - The Best Of",1009028
11117307,"Ralvero",1,341,296756,"In My Bedroom","In My Bedroom",1011355
11119189,"Chris Brown",1,342,15239,"Deuces Remix (f/Drake, Kanye West &amp; André 3000 - Clean Version)","Deuces Remix",1011503
11129599,"Dixie Chicks",10,343,30037,"Travelin' Soldier","The Essential Dixie Chicks",1012566
11129832,"Kansas",204,204,19140,"Dust in the Wind","The Essential Kansas",1012590
11129868,"The Guess Who",205,214,2211,"Runnin' Back To Saskatoon (ReEdited Single Version)","The Essential The Guess Who",1012591
11132440,"Gary Jules",11,189,193,"Mad World (Feat. Michael Andrews)","Trading Snakeoil for Wolftickets",1012875
11140363,"Queensrÿche",8,347,92546,"Silent Lucidity (2003 - Remaster)","Empire - 20th Anniversary Edition",1013596
11140571,"Royal Hunt",14,488,166021,"Long way home (live)","Paradox",1013631
11141062,"Pet Shop Boys",6,257,390,"Heart (2010 Remastered Version)","Ultimate",1013703
11141069,"Pet Shop Boys",7,258,390,"Domino Dancing (2003 Remastered Version)","Ultimate",1013703
11145893,"IAMX",5,263,36084,"Nightlife","Wir sind die Nacht Original Soundtrack",1014076
11152568,"Akcent",15,303,95676,"On &amp; On","Best of Balloon Records, Vol. 5",1014586
11159792,"Taylor Swift",14,317,253545,"Long Live","Speak Now",1015232
11173657,"Bon Jovi",1,250,289,"Livin' On A Prayer","Bon Jovi Greatest Hits - The Ultimate Collection",1011899
11173658,"Bon Jovi",2,223,289,"You Give Love A Bad Name","Bon Jovi Greatest Hits - The Ultimate Collection",1011899
11173660,"Bon Jovi",3,224,289,"It's My Life","Bon Jovi Greatest Hits - The Ultimate Collection",1011899
11173663,"Bon Jovi",5,308,289,"Wanted Dead Or Alive","Bon Jovi Greatest Hits - The Ultimate Collection",1011899
11173670,"Bon Jovi",9,280,289,"Born To Be My Baby","Bon Jovi Greatest Hits - The Ultimate Collection",1011899
11173673,"Bon Jovi",10,395,289,"Bed Of Roses","Bon Jovi Greatest Hits - The Ultimate Collection",1011899
11173679,"Bon Jovi",13,353,289,"Always","Bon Jovi Greatest Hits - The Ultimate Collection",1011899
11173681,"Bon Jovi",14,319,289,"In These Arms","Bon Jovi Greatest Hits - The Ultimate Collection",1011899
11173686,"Bon Jovi",201,231,289,"Runaway","Bon Jovi Greatest Hits - The Ultimate Collection",1011899
11173698,"Bon Jovi",208,339,289,"Blaze Of Glory","Bon Jovi Greatest Hits - The Ultimate Collection",1011899
11173699,"Bon Jovi",209,305,289,"This Ain't A Love Song","Bon Jovi Greatest Hits - The Ultimate Collection",1011899
11173703,"Bon Jovi",213,205,289,"This Is Love This Is Life","Bon Jovi Greatest Hits - The Ultimate Collection",1011899
11180988,"Norah Jones",5,179,360,"Bull Rider (feat. Sasha Dobson) (iTunes Original)","...Featuring",1017180
11182370,"Mariah Carey",12,242,5732,"All I Want For Christmas Is You","Merry Christmas II You",1017268
11195923,"My Chemical Romance",1,203,1270,"Na Na Na (Na Na Na Na Na Na Na Na Na)","Na Na Na [Na Na Na Na Na Na Na Na Na]",1018485
11199394,"Chris Brown",5,394,15239,"Deuces Remix (f/Drake, T.I., Kanye West, Fabolous, Rick Ross &amp; André 3000 - Explicit Version)","Deuces Remix",1018716
11223618,"Beyoncé",8,193,21453,"Broken-Hearted Girl (Live)","I Am...World Tour",1019565
11226872,"Chuck Berry",13,248,39,"My Ding A Ling","My Ding A Ling",1021323
11232737,"Duman",8,322,48209,"Helal Olsun","Duman 1",1021627
11236207,"P!nk",1,191,226,"Get the Party Started","Greatest Hits...So Far!!!",1021695
11236233,"P!nk",10,214,226,"U   Ur Hand","Greatest Hits...So Far!!!",1021695
11236236,"P!nk",11,273,226,"Dear Mr. President","Greatest Hits...So Far!!!",1021695
11236238,"P!nk",12,215,226,"So What","Greatest Hits...So Far!!!",1021695
11260900,"Frank Sinatra",3,155,2101,"Let It Snow! Let It Snow! Let It Snow!","Merry Christmas: 100 Best Songs Ever (Original remastered version)",1024097
11278562,"Onid",3,401,859279,"Pulsating 3 AM","Pulsating 3 AM",1025993
11284784,"Nelly / Baby / DJ Khaled",1,213,859610,"I'm Number 1","5.0",1026593
11285156,"Take That",1,289,3216,"The Flood","Progress",1026630
11285157,"Take That",2,224,3216,"SOS","Progress",1026630
11285159,"Take That",4,282,3216,"Kidz","Progress",1026630
11285161,"Take That",6,243,3216,"Happy Now","Progress",1026630
11287586,"Lupe Fiasco",1,240,24769,"The Show Goes On","The Show Goes On",1026916
11297429,"Rihanna",8,225,10653,"Raining Men","Loud",1027835
11336481,"Christina Aguilera",9,179,216,"Show Me How You Burlesque (Burlesque Original Motion Picture Soundtrack)","Burlesque Original Motion Picture Soundtrack",1030759
11348860,"Motörhead",302,166,41692,"Ace Of Spades","Rock Anthems",1032031
11369723,"Justin Bieber",2,215,374352,"Baby","My Worlds - The Collection",1034239
11391383,"Sergio Dalma",10,207,163499,"Por Elisa","Via Dalma",1036285
11392118,"Merqury",8,274,867975,"How Can I Go On","Queen Klassical",1036331
11401726,"Top Ringtones",17,37,820405,"Da Da Da","140 Amazing Ringtones",1037246
11401736,"Top Ringtones",23,38,820405,"Barbie Girl","140 Amazing Ringtones",1037246
11401757,"Glee Cast",18,277,354421,"(I've Had) The Time Of My Life (Glee Cast Version)","Glee: The Music, Volume 4",1036755
11402777,"Neeraj Shridhar",308,344,438969,"Tum Mile (From &quot;Tum Mile&quot;)","The Essential Bollywood Hits",1036766
11402783,"KK",309,302,106334,"Zara Sa (From &quot;Jannat&quot;)","The Essential Bollywood Hits",1036766
11411421,"Kanye West",3,292,822,"POWER","My Beautiful Dark Twisted Fantasy",1038559
11416334,"Ellie Goulding",11,210,468577,"Lights","Bright Lights",1038967
11420177,"Michael Bublé",23,227,908,"Home","Weekend Songs - The Winter Collection",1038455
11439508,"Black Eyed Peas",8,367,263,"Don%u2019t Stop The Party","The Beginning",1041028
11449621,"Inna / Bob Taylor",2,262,530534,"Déjà Vu","Déjà Vu",1042030
11454316,"Flo Rida",2,202,91692,"Turn Around (5,4,3,2,1)","Only One Flo [Part 1]",1042520
11454325,"Flo Rida",4,201,91692,"Who Dat Girl (feat. Akon)","Only One Flo [Part 1]",1042520
11470767,"Dan Balan",220,219,581457,"Chica Bomb","Floorfillers 2011",1043972
11479308,"Good Charlotte",12,232,46790,"We Believe (Album Version)","Greatest Hits",1041097
11484943,"Miguel",4,177,467105,"Pay Me","All I Want Is You",1045328
