"userid","trackid","mood.adorable","mood.aggressive","mood.amazed","mood.angry","mood.animated","mood.bitchy","mood.bored","mood.celebratory","mood.cool","mood.dancing","mood.deep","mood.delighted","mood.dramatic","mood.dreamy","mood.driving","mood.easy","mood.elegant","mood.emotional","mood.encouraged","mood.energetic","mood.enthusiastic","mood.epic","mood.euphoric","mood.excited","mood.fantastic","mood.fast","mood.festive","mood.free","mood.friendly","mood.fun","mood.funny","mood.furious","mood.gentle","mood.glorious","mood.good","mood.graceful","mood.happy","mood.heroic","mood.hot","mood.in_love","mood.inspired","mood.intense","mood.interested","mood.joyful","mood.jumpy","mood.liberated","mood.light_hearted","mood.liked","mood.loud","mood.melancholic","mood.moody","mood.motivational","mood.nocturnal","mood.passionate","mood.peaceful","mood.playful","mood.pleasant","mood.positive","mood.powerful","mood.pulsating","mood.reflective","mood.relaxed","mood.religious","mood.repetitive","mood.retro","mood.rhythmical","mood.romantic","mood.sad","mood.satisfied","mood.sensual","mood.sentimental","mood.serene","mood.severe","mood.sexual","mood.sexy","mood.slow","mood.smooth","mood.soft","mood.sorry","mood.spiritual","mood.spontaneous","mood.stimulated","mood.strong","mood.stylish","mood.successful","mood.tragic","mood.tranquil","mood.uplifting","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
1596,11484943,,,,,,,,0,,,0,,0,,,1,,,,,0,,,,,0,,,0,0,,,0,,,,,,,0,0,0,0,,,0,,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,0
2383,38033381,,,0,,,,0,,,,0,,,,1,,,0,,,0,,,,,,0,,0,0,,,,,,,,,,,,0,0,0,,,,,,,0,,0,,,0,0,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,0,0,0,,,0,0,0,1,0,0,0,0,0
2274,3849172,,,0,,,,,,0,0,,0,,,,,0,,,,,,,,0,,,0,,,,,,,0,,,,,,,,,0,0,0,0,,,0,,,,,,,,,,,,,,0,,0,,,,,,,0,,,,,0,,,0,0,,,0,0,1,,0,0,0,0,0,0,1,0,0
3375,3780076,,,,,,,,0,,,,,,,0,0,,0,,,0,0,,,,,,,,,,0,0,0,,,1,,,,,,,0,,,,,0,,0,0,,,,,,1,,,,,0,,,0,,,0,,0,,,,,,,,,,0,,0,,,0,,,1,0,0,0,0,0,0,1,0
962,3436724,0,,,,0,,,,0,0,,,,,0,0,,,,,,0,,,,,,0,,,,,,0,0,,,,0,,0,,,,,,,,,,1,,,0,,,,,,0,,,,,,0,0,,,,,0,,0,,0,,0,,,0,,,,,,,,0,0,1,0,0,0,0,0,0
3377,1501334,,,,0,,,0,,,,,,,,0,,,,0,,,,,0,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,1,0,0,0,0,0,,,,,,,,,,0,,,,,,0,,,,,,0,0,,,0,,0,0,0,0,0,0,0,0,1,0
1378,92049,,,0,,,,,0,,0,0,,0,,,0,0,,,,,,0,,,,,,1,,,,,,,,0,0,,,0,,,0,,0,,0,,,,,,,,,,,,,0,,,0,,,,,0,,,,,,,,0,,,,,0,,0,,,,0,0,0,1,0,0,0,0,0,0
3358,7033789,,,,,0,0,,,,,0,,,,,0,,0,,,,,,0,,0,,,0,,,,0,,,,,,,1,0,,,0,,0,,,,,,0,,,0,,,,,,,,,,,0,1,0,,,,,,,,1,,,0,0,0,,,,,,,,0,1,0,0,0,1,0,0,0
3354,3241013,,,,1,,,0,,0,,0,0,,,,,0,,,,,,1,,,,,0,0,,,,,,,,,0,0,,,0,,,,,0,,,,,,0,,,0,0,0,1,,,,,,,0,,,,,,0,,,,,,,,,,,,,,0,,0,0,0,0,0,1,1,0,0,0
2696,92049,,,0,,,,,0,,,0,,0,,,,0,,,,,,0,,,,,,0,,,,,,,,1,0,0,,0,,,1,,,,0,,,,,,,,,,,,,0,,,0,,,,,0,,,,,0,0,,0,,,0,,,,0,,,,0,0,0,1,0,0,0,0,0,0
3363,40691644,,,0,0,0,,,,,,,,,,,1,,,0,,,0,0,,,,,,,1,,,0,,,0,,0,,0,0,,0,,,1,1,,0,,,,,,,,1,,0,,,,,,,,,,0,,,,,,,,,,,0,,,0,,,,,,1,0,0,0,0,1,1,1,0
2163,184386,0,0,,,,,,1,,0,,,,,,0,,,,,,,,,,,,,,,,0,,0,0,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,,,0,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
744,23853879,,,,,,,,1,,1,0,,,,0,,,,,,,,1,,,1,1,,,,,0,,,,,,,,,,0,,1,1,,,,,,,0,,0,,,,,,,0,,,1,0,1,,,,0,0,0,,,0,,,,,,,,,,0,,,,0,0,0,0,1,1,1,0,0
1492,11811824,,,,,,,,,0,1,,,,0,,,,0,0,,,,,,0,,0,,,,,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,,,0,,,,,,,,,,0,,,,0,,,,,,1,0,,,,0,,,,,,0,0,0,0,0,0,1,0,0,0
2430,7728335,,,0,,,,0,,0,,0,,,,,0,,,0,,,,,,,0,,1,,,,,,0,,,0,,0,,,,,,1,,,0,,,0,0,,,,,,,,,,,,0,,,,0,,0,0,,,,,,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0
3366,24047007,,,0,,0,0,,,,,,,,,,,,,1,,,,,0,,0,,,,1,,,,0,,,0,,0,,,,,,,,1,0,,0,,,,,,1,,,,0,,,0,,1,,,,,,0,,,,,,,,,,0,0,,0,,0,,,0,1,0,0,0,0,0,0,0
2383,24047007,,,,,,,,,,,,0,,,0,,0,0,,,0,,,,0,,,,,,,,,,,0,,,0,,,0,,,1,,,0,,0,,0,0,,,,0,0,,,0,,,,,0,,,,0,,0,,,,,,,,,,0,,,0,,,,0,0,0,0,0,0,1,0,0
1609,8954523,0,0,,,,0,,0,,,0,,1,,,,,,,,,,0,,,0,,,0,,,,0,,,,,,,1,,0,,,,0,,,0,0,,,,0,,0,,,,,,,,,,0,,,,,,,,,,,,,0,,0,,0,,0,,,,0,1,0,0,0,0,0,0,0
3188,45852468,,,,0,0,,,,0,0,,0,,,,,,,,,0,,,,,,,1,,,,,,,,,0,0,0,0,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,0,,,0,0,,,,,1,0,1,,,0,,0,,,,,,0,1,0,0,0,1,0,0,0
2299,32437965,,,0,,,,0,0,,,,,0,,,,,0,0,,0,0,,0,,0,,,0,,,0,0,1,,,,,,,0,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,1,,,,,,,0,,,,,,,0,,,0,1,0,0,1,1,1,0,1
3370,3132703,,,,0,,,,0,,,,,,,,,,,,,,,,0,,,0,,0,,0,0,,,,0,0,0,,1,,1,0,,,,0,,0,,,,,,,,,,,,1,,0,,,0,,,,,1,,,,,,,,,,,0,,,0,0,,,0,0,0,0,1,0,1,0,0
2689,3132703,,,,,,,0,,,,0,,0,,,0,0,,,,,,,,,0,,1,,,,0,,,,,,,0,,1,,,0,0,,,,,0,0,,,1,,,,1,,,0,0,,,,,,0,,,,,,0,,,,,0,,,1,,,,,,,1,0,1,1,1,1,1,1,1
1609,15799820,,,,0,,0,,,,,,,,,,0,,,,,,0,,0,,,,,,0,0,,0,0,,0,,,,,,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,0,,,,0,,,1,,,0,0,0,0,0,0,0,0,0
3111,24047007,,,0,,,,,0,0,,,,,0,,,,,,,,1,0,,,,,,,,,,,0,,,,,,0,,,,0,,0,0,,0,,0,,,,,,,,,0,,0,0,,,,,,0,,,,,,,0,,0,,0,,,0,0,,,,,0,0,0,0,0,0,0,1,0
2383,44395579,0,,,,,,,,,,,1,0,,,0,0,,,,,,,0,,0,,0,,0,,,,,,,,0,,,0,0,,0,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,0,0,,,0,1,0,0,0,0,0,0,0,0
526,24047007,0,0,0,,,1,,,,,0,,0,,,,,,0,,,0,0,,,,,,,,,,0,,0,,0,0,,0,0,,0,,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0
962,24047007,0,,0,0,,0,,,,,,,,0,,,,,0,,,0,,0,,0,,,,,,,0,0,0,,,0,,,,,0,,,1,0,,0,,,,,,,,,,,,,0,,,0,,,0,,,,,,,,,,,,,0,,,0,,,,,0,0,0,0,1,0,0,0,0
1492,24047007,0,0,,,,0,,,0,,0,,,,,1,,,,,,0,,,,0,,0,,,,0,,,0,,,,,,,,,,,0,0,,0,,0,,,0,,0,,,,,,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0
2696,45250164,,,,,,,0,,,0,,,,,,,0,0,,,,,,,,,0,,,,,,0,,,,,,,0,,,0,1,,,,0,,0,0,,,,,0,,0,,,,,,0,0,0,0,,,,0,,,0,,,,,,,,0,0,,,,,,0,0,0,1,0,0,0,0,0
3371,44828955,,,,,,0,0,,,,,,0,0,,0,1,,,,,,,,,,,,0,,,,,,,,,0,0,,1,0,0,0,,0,,,0,,0,,,,,1,,,0,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0
1426,449716,,1,0,,,,0,,,,1,,1,,0,,,0,,,,,,,,,0,,,,0,,,0,0,,0,,,,,,,0,0,,,,1,,,,,,,,,,1,,,,,0,,,0,,0,0,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,1,1,0,0
1739,38788614,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,,0,0,,0,,0,,0,0,,,,,,0,,,,,1,,,,,,0,,,,0,0,,0,,0,,,,,,,0,0,,,,,0,0,0,0,1,0,0,0,0,0,0
1019,17310640,,0,,0,0,0,0,,,,,,,,1,,1,,1,0,0,,,,1,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,1,,,,,0,0,,0,,,0,,,,,,,,,0,,,0,,,,1,,,,0,1,1,0,0,1,0,0,0,1
2176,5927056,,,0,,,,,,0,0,,,,,,,,,0,,,0,,,,,0,,,0,0,,,0,,,,0,,,0,,0,,,,,,0,1,,,,,,,1,,,,,,,0,,,,1,,,,,0,0,,,,1,,,0,,,,,,,0,0,1,0,1,0,0,0,1,0
2383,33925506,,,,,,,0,0,,,,0,,,,,,0,0,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,,0,,0,1,,,,,0,,0,,,0,0,0,0,,,,,0,,,0,,,,,,0,,,,0,,,0,,,,1,0,0,0,0,0,0,0,0
587,33925506,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,0,,1,,,,,0,,,,,0,0,,,0,0,,,0,,0,,,0,,,,0,0,,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0
2430,5923395,0,,,,,,0,,,,,0,,,,,,,,,0,,,,,,0,,,0,,,,,0,,0,0,,,,,,,,,,0,0,,0,,0,,,,0,,,0,,,,,0,,,,,,0,,,,,0,,0,0,,0,1,,,,,,,0,0,0,0,0,0,0,0,0
1489,2356021,,1,,,,,,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,0,,,,,0,,,0,,,,,0,,,,,,,,,,0,,,,,0,,0,0,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0
1739,13951141,,,,,0,0,,,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,0,0,,,0,,,,,,,,0,0,,,,1,,,,,,0,,0,0,,,,,0,,,,,,,0,,,0,,,,0,,,0,0,0,,0,,0,0,0,0,1,0,0,0,0
2814,42041303,,,,,0,,0,0,,,,,,0,0,,1,,,,,0,,,,,,0,,0,0,,0,,1,,,,0,0,,,,,,,,0,,,1,,,,,,,0,,,,,,,,,0,,,,0,,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
1691,8147405,,,,,0,,0,,,0,,,0,,,0,,,,,,,0,0,,,,,,,,,,0,,0,,,,,0,,,,1,0,0,,,0,,,,0,,,,,,0,,,,,0,,0,,,,0,,,,0,,,,,,,,,0,,0,,,0,0,0,0,1,0,0,0,0
2742,33925506,,,,1,,0,,,,,,,,,,,0,,,,,0,,,0,,,0,,,,,0,,,,,,,,,,,0,1,0,0,,1,,,,,,,,,,1,,,,,,,1,,0,,,0,,,,0,,0,,,,1,,1,0,,,,1,1,1,0,0,1,1,1,1,0
3005,13951141,,0,,,,,,0,,1,0,,,0,,,,,,,,,1,,0,,,,0,0,0,,0,0,,,,,,,,,0,,,,,,,0,,,,,0,,0,,0,,,,0,1,,,,,,,,,,,0,,,,0,,,0,,,,,,,0,0,0,0,1,0,1,1,1
3365,5923395,,,1,,0,,,,,1,,,1,,0,0,,1,,0,,,,,,0,,,,,,,,,,,,,,,,0,,0,,,,,,0,,,,,,,,,,,0,,0,0,,,0,,0,0,,,0,,0,,,,,,,,,,,0,,0,1,0,0,1,1,1,0,0,0
2561,5923395,,0,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,,0,,,,,,0,0,,0,0,1,,0,,,,,,,,,,,,,,,0,,,,0,,,,,,0,0,,0,,,,,,,,,0,,0,0,,0,1,0,0,0,0,0,0,0
1244,5923395,,,,0,,,,,,,0,,,,0,,,,,,,,,0,,0,,,,,0,0,1,,,,,,,,,0,0,,0,,,,,,,0,,,0,0,,,0,,,,0,0,,0,,,,1,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0
1492,3132703,,0,,,,,0,,,,,0,,0,,,,,,,,,,,0,0,,0,,0,,,1,,,,,,,,0,,,,,,,,,0,0,,,,,,0,,,,,0,,,0,,,,0,,,0,,0,,,,0,,,0,,0,,,,,0,0,0,0,0,1,0,0,0,0
1739,14147125,,0,,1,,,0,,0,,,0,,,,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,0,,,0,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,0,0,,,0,0,,,,,0,,1,0,0,0,0,0,0,0,0
3305,3132703,1,0,0,,0,,,,,,,0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,,,,,0,0,0,,,,,,,0,,0,,,0,0,0,0,,,,,0,,,0,,,,,0,0,0,0,0,0,1,0,0,0
744,14147125,,,,0,1,,0,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,0,1,,,1,,,0,,0,0,,,,,0,,,,,,,,,,,0,0,,,0,,,,0,1,,0,1,,,,,,0,1,0,0,1,0,0,1,0,0,0
2736,34980697,,,,0,,,0,,1,1,,0,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,1,0,,0,0,,,,,,,,,,,1,0,,,,,,,,,0,,0,,0,,,,,,,,0,,,,,0,,0,,1,0,1,0,0,0,0,0,0
2389,14147125,,,0,,0,,,,,1,,,,,,,,0,,,,1,,,,,1,,,,,,,,0,0,,,,,,0,0,,,,0,1,,0,1,,,,,,,0,,,,,,0,,,,,,,,0,0,,0,,,,,,,0,,,,0,,1,0,0,1,0,0,0,1,1,1
3370,34980697,0,0,,0,,,1,,0,,,,,,,,,,,0,,0,,,,0,,0,,,,,,,,,,,0,,,,,0,0,,,0,,0,,,0,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0
3377,3132703,,,,,0,,0,,,0,0,,0,,0,,,,,,0,,0,,0,,,,,0,,,,0,,,,,,,,,,,0,,,,,,,0,,,0,,0,0,,,,,,0,,,1,,,,,,,0,,,,0,,0,,,,0,,,,,0,0,0,0,1,0,0,0,0
2713,34980697,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,0,0,,,,0,,,0,,,,,,,0,0,0,,,,,,,,,1,,,,,,,0,,,0,0,0,,1,,,,0,0,,0,,0,0,0,0,0,0,0,0,0
2176,34980697,0,,,0,,,,1,0,,,,,,,,,,,,,,,0,,,,,,,,0,,,0,,0,,,0,,,,0,0,,0,,,,,,0,,,,,,,,,,,0,,,0,0,,,,0,,,0,,,,,1,,0,,,0,,0,,0,0,0,0,0,0,0,0,0
3363,5927056,,,,0,,,,0,,,,,,0,,1,,0,,0,1,,,,,,,,,,,,0,,,,,,,0,,0,,,,0,,0,,,,,,0,0,,,1,0,,,0,0,,,,,,,,,0,,,,,,,,0,,1,,,,0,,,0,1,0,0,1,0,0,0,1
1642,14147125,,0,,,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,,,,1,,,,,0,,,0,,,,,,,,0,0,,,0,,0,,,,,0,,,,0,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0
2163,334978,,0,0,,,,0,0,,,,,0,,,,0,,,,,,,0,,0,,,,,,0,,,,,,,,,0,,,,,,,,,0,0,,,,,0,,,0,,0,1,,0,,,,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,0,0,0,0,1,0,0
2425,2286317,,,0,0,,,,0,,,,0,,,,,,,,,,,,,1,,,,0,,,1,,,,,,0,0,1,,0,,,,1,,0,,,0,,,,,,0,,1,,,,0,0,,1,,,,,,,,,,,,0,0,,,,,,,0,,,0,1,0,0,1,1,0,0,0
1492,2286317,0,,0,,0,0,,0,0,,0,,,,0,,,,,,,,,,,,0,0,,,,0,0,,,1,0,,0,,,,,,0,,,,,,0,,,,0,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,1,0,0,0
3188,2286317,,,,,,,,0,,1,0,1,,,,1,,,0,,,,,,,,,0,,,,,0,0,,,,,,,,,,1,,,,,,0,,,,,,,,,0,0,0,1,,,,,,,,,,,0,,0,,,0,,,0,,,,0,0,0,,0,1,0,0,0,1,0,0,0
1691,2286317,,0,,,0,,,,,,,,,,,,,,0,0,,0,,,,,,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,,,,0,,0,,,1,,,,,0,,,,,,0,,0,,,,,0,,,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,0
3366,5927056,0,,,0,,,,,,,,,,,,,0,,,0,0,,0,,0,,,,,,,0,0,,,,,,0,0,,,,,0,0,,1,,,0,,,,,,,,0,,0,,1,,,0,,,,,,0,,,,,,,,,,,0,,0,,,,0,0,0,0,1,0,0,0,0
1426,5927056,,,,0,0,0,,0,,,,0,,0,,0,1,,,,0,,,,0,,,,,,,,1,,,,,,1,,,1,,,,,,0,,,0,,,,,0,,,,,,,,,,,1,,0,,1,,,,1,,,,0,,,0,,,,,,,0,1,0,0,1,1,1,0,1
3167,13951141,,0,0,,,,,,,,,,0,0,,,,,,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,0,,0,,,,,0,,0,,,1,,,,,,,,0,,,,,,0,0,0,,,0,,,,0,,0,,,,,,,,0,0,0,0,0,0,0,1,0
2066,5927056,,,,,0,,0,,,,,0,,,0,0,0,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,,,,0,0,,,,0,,0,,,,,0,,,,,1,,0,,,0,,0,0,0,,,0,0,0,0,0,0,1,0,0
297,33925506,,1,0,,,0,,,,1,0,,,,,0,,,,,,,,,0,,0,,,,0,,0,,0,,1,,,,,,,,,,,,0,,,,,,0,,,,1,,,,,,,1,,,,,0,,0,0,1,0,,,,,,,,,,0,,,1,0,1,0,1,0,1,1,1
2689,2487354,,0,,,0,0,,0,0,,,,,0,0,1,0,1,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,0,,,,,,,,0,,0,,0,0,0,0,0,0,1,0,0
1755,1787067,,0,0,1,,,1,,0,,,,,,,,,,,,,,,0,0,,,,0,,0,0,,0,0,0,0,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,,,,,,0,0,0,0,0,0,0,0,0
1808,41456931,,,,,0,,,,,0,,0,,,0,,,,,1,,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,0,,,0,0,,0,,,,,0,,,,,0,,0,0,0,,,,,0,,0,,,,,0,0,0,0,1,0,0,0,0
3361,2286317,,,,,,,,,,,,,0,,,0,,1,,,1,0,,,,0,,,0,,,,,1,,,,0,,,0,0,,,,,0,,0,,,,,0,,0,0,,,,0,,1,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,0,1,0,0,0,1,0,0,1
1739,41098906,,0,0,0,,,0,,,,,,,0,,0,,,,,0,,,,,0,,,,0,0,0,,,,,,,,,0,,0,,,0,,,,,,,,,0,,,,,,1,,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0
1691,3103818,,0,,,,,,0,,,,,0,,0,,0,,,,0,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,0,,0,,,0,0,,0,,,,,1,,,,,,,,,,0,,,,,,1,0,,0,,,,,0,0,0,0,1,0,0,0,0,0,0,0
3367,41098906,,,,,,0,,1,,0,0,,0,,,,,,0,,,,,0,,,,,0,,,,,,,0,,,0,0,,,,0,0,,,0,0,,0,0,0,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,0,,0,,,,,0,0,0,0,0,0,0,0,0
2383,3103818,,0,,,,,,,0,,,,,,0,,,0,,,,,,,,,,,,1,,0,,,,0,0,,,,,,0,,,,0,,0,,,0,,0,,,,,0,,,0,0,,0,0,,,,,0,,,,0,,,0,,,0,,,,,,,,0,0,0,0,0,0,1,0,0
1489,41098906,,,,,,0,,,0,0,0,,0,,0,,,,,,,0,0,,0,,,,0,,,,,,,0,,0,,,,0,,1,0,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,0,,,0,0,0,0,0,0,0,0,1
26,41098906,0,,,,,,,,,,1,0,,,0,,,0,,0,,,,,,,0,,,,,,,,0,,1,0,,0,,,,,,,0,,,,0,0,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,1,0,0,,,0,,,1,0,1,0,0,0,1,0,0
2274,3103818,,,,0,,0,,0,,0,,,0,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,0,0,,,,,,0,,,,,0,,,,,,,0,0,,0,,1,,,,,,0,,0,0,,,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,1
3188,3103818,,,,,,0,,,0,0,,1,,,,,1,,,,0,,1,,,,,,,0,0,,,,,1,,0,,,,,,,,,,,0,,,,0,1,0,,0,,,,,,,,,,,,0,,0,0,,0,,0,,,,,0,,,,,,,,0,1,0,0,0,1,0,0,0
3005,334978,0,,,0,,,,,1,,,,,,0,,,,,1,,,1,,,,,,0,,0,,,,,0,,0,,,,,,,,,,,0,,,0,0,,,,,0,,0,,,,,0,,,,,,,0,,,,,0,0,,,,,,0,0,0,,,0,0,1,0,1,0,1,1,1
2066,334978,,,,,,0,,,0,,,,,0,,0,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,,,,,,,,,,0,,,,0,0,,,,0,0,,,,,,,,1,,,,,0,,,,,0,,,,,0,,,0,,,,,0,0,0,0,0,0,1,0,0
2696,334978,,,,,,,,,0,,0,0,,,0,,,,,,,,,,0,,,,0,,0,,,0,,,0,0,,,,,,1,,0,,0,,,,0,,0,,,,0,,,,,,,,,,,0,,0,,,,,0,,0,,0,,,,,,,0,,0,0,0,0,0,0,0,1,0
2561,34980697,,,,,0,,,,,,0,,,,0,0,,0,0,,,0,,,,,,,0,,,,0,,,0,,0,,,,,,,,,,,0,0,0,1,,,0,,,0,,,,,,,,,,,0,,0,,,0,,,0,0,,,,,,,,,,,0,1,0,0,0,0,0,0,0
2163,5923395,,,,,0,0,,0,0,,,,,,,,0,,0,,,,0,,0,,,,0,,,,,,,0,,,0,,,,,,,0,,,,0,,,,,,,,0,,,0,,,,,,0,0,,,,,,0,,,0,,,0,,,0,,1,,,,0,0,0,0,0,0,1,0,0
3354,13951141,,,0,0,,,0,,,,,,,,0,0,0,,0,,1,,,,,,,0,,,,,,,,,0,,,,1,0,,,,,,,,,,,0,0,,0,,,,,,,,,,,0,0,,,,0,,0,,,,0,,,0,,,,,,,0,0,0,0,0,1,1,1,0,0
2176,45304093,,,,,0,,0,,0,,,,,,,0,,,,,,,1,,,,,,,,0,,,,,,0,0,,0,,,0,0,,,,,,,0,,,,,0,,0,0,,0,1,,0,0,,,,,,,0,,,,1,,,,0,,,,,,,,,0,1,0,1,0,0,0,0,0
2299,43544220,,,,,,,,,,0,0,,,,,,,,,,,,0,,,,,,,,0,,,0,,,,,0,1,,,,,,,,,,0,0,0,,,,0,,,0,0,,,0,,0,,,,,0,0,0,,,,,,1,,0,,0,,,,,0,,0,1,0,0,0,1,1,0,0
1577,42850606,,,,,,,,,,,0,0,0,0,,0,0,,,1,,,,,,,,0,,,,,,,,,0,0,,,0,,,,,0,,0,,,,,,,,,,0,,,,,,,,0,0,,,,0,,0,,0,,,,,0,,0,0,,,,,,0,0,1,0,0,0,0,0,0
526,21352467,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,,0,,0,,,,,,,,,0,,,0,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,0,,,,,,,0,,,0,,,0,,0,,,,,0,1,,,0,1,0,0,0,0,0,0,0
2425,3504805,,,,,0,,,1,,,1,,,,,0,,,,,,,,,,,0,,,0,,0,0,0,,,,,0,,0,,0,,,0,,,,,0,,,0,,,0,0,1,,,,,,,,,,,0,1,,,,,1,,,,,,,,0,,,,,0,1,0,0,0,0,0,1,0
1464,2309573,,,0,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,0,,,,,0,0,,,,,0,0,0,,0,,,,,,,,1,,,0,0,0,,,,,,,0,0,,,,,,,,0,,0,,,0,,,,0,0,,,,,1,0,0,0,0,0,0,0,0
1776,41098906,,,,,0,,,,,,,,,,0,,,0,,,,,0,,0,,1,,,,,,0,,0,,0,,,,,0,,,,,,,,,,,,0,,,,,,0,,,0,,,0,,,,,,,,,0,,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1
1596,41098906,0,,,,0,,,,0,,,,,,0,,,0,,0,,1,0,,,,,,,,,,,0,0,,0,0,,,,0,,,,,,,,,,,,0,,,,,0,,,,0,,,,,,0,,,,,,0,0,0,0,,0,,,,,,,,,0,1,0,0,0,1,0,0,1
3367,11132440,0,,,,,0,,,,,1,,,0,,0,,,,,,,,0,,,0,,,0,,0,,,,,,0,,,,0,,,,,0,,,,,,,,,,1,,,0,0,0,0,,,,,1,,,,,,,,,1,,,0,0,,,,,,0,,1,1,1,0,1,1,1,0,0
1739,2574113,0,0,,,,0,,,,,,,0,,,,,0,0,,,,0,,,,,,0,0,,0,0,,,,0,0,,,,,,,,,,,,0,,,,,0,,,1,,,,0,,,,,0,,0,,0,,,,0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0
3379,41098906,,,,,,,,,0,,,,,,0,,,1,,0,,0,0,,,,,0,,,,,0,,,,,0,,,,,,,,,0,,,0,,,,0,,,,1,0,,,,0,,,,,,0,,,,0,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,334978,0,,,,,,,,,1,0,,,,,,,,,,,0,,,,,,,0,,,,,0,,,,,,,,0,,0,,0,0,,,,,,,0,0,,,,,1,,,0,,0,,,0,,,,0,,,,,0,0,0,,,,,,0,,,0,0,0,0,0,0,0,1,0,0
